course,link,latitude,longitude
Frisco Disco,https://www.pdga.com/course-directory/course/frisco-disco,35.2330627,-75.6271053
Frisco Peak One Disc Golf Course,https://www.pdga.com/course-directory/course/frisco-peninsula-rec-area,39.5758039,-106.0780902
Fritch Disc Golf Course,https://www.pdga.com/course-directory/course/fritch-disc-golf-course,34.64892,-101.591887
Fritchie Park,https://www.pdga.com/course-directory/course/fritchie-park,30.2460302,-89.773775
Fritz Park,https://www.pdga.com/course-directory/course/fritz-park,32.800212464169,-96.941754310704
Frog Creek Disc Golf Course at Shale City,https://www.pdga.com/course-directory/course/frog-creek-disc-golf-course-shale-city,42.274517,-122.5838
Frog Rock Park,https://www.pdga.com/course-directory/course/frog-rock-park,33.8042087,-84.6361954
Front Range Christian School Disc Golf Course,https://www.pdga.com/course-directory/course/front-range-christian-school-disc-golf-course,39.5928818,-105.0684589
Frontier at Rodeo Park,https://www.pdga.com/course-directory/course/frontier-rodeo-park,40.65811782444,-91.321101402095
Frontier Park,https://www.pdga.com/course-directory/course/frontier-park,38.863979,-99.33952
Frontier Park,https://www.pdga.com/course-directory/course/frontier-park-0,NA,NA
Frontier Trail Middle School,https://www.pdga.com/course-directory/course/frontier-trail,38.8704529,-94.7638556
Fross Park,https://www.pdga.com/course-directory/course/fross-park,42.1921917,-91.7866921
Frost Creek,https://www.pdga.com/course-directory/course/frost-creek,NA,NA
Frost Valley YMCA,https://www.pdga.com/course-directory/course/frost-valley-ymca,41.98775,-74.503114
Frosty's Rest Disc Golf Course,https://www.pdga.com/course-directory/course/frostys-rest-disc-golf-course,41.142338,-90.5754259
Fruita Riverfront Park Disc Golf Course,https://www.pdga.com/course-directory/course/fruita-riverfront-park-disc-golf-course,39.1477,-108.7468
FSU Panama City,https://www.pdga.com/course-directory/course/fsu-panama-city,30.189650022048,-85.724314668262
Ft. Atkinson High School,https://www.pdga.com/course-directory/course/ft-atkinson-high-school,42.9435566,-88.8581232
Ft. Hamby Park,https://www.pdga.com/course-directory/course/ft-hamby-park,NA,NA
Ft. Stockton Disc Golf Course,https://www.pdga.com/course-directory/course/ft-stockton-disc-golf-course,30.885617,-102.874183
FTX Disc Golf Course,https://www.pdga.com/course-directory/course/fairfield-dgc,31.7221858,-96.1430751
Full Moon Resort,https://www.pdga.com/course-directory/course/full-moon-resort,42.0387438,-74.4406457
Fullbright Park,https://www.pdga.com/course-directory/course/fullbright-park,46.5399857,-120.4763859
Fuller Park,https://www.pdga.com/course-directory/course/fuller-park,41.4361163,-91.09188
Fuller Park Disc Golf,https://www.pdga.com/course-directory/course/fuller-park-disc-golf,33.245148,-81.368629
Fuller Park Disc Golf Course,https://www.pdga.com/course-directory/course/fuller-park-disc-golf-course,40.3496702,-96.6107175
Fullerton-Garrity Disc Golf Course,https://www.pdga.com/course-directory/course/fullerton-garrity-disc-golf-course,32.119252,-96.491255
Fulwood Disc Golf Course,https://www.pdga.com/course-directory/course/fulwood-disc-golf-course,31.461504966556,-83.501881927356
Fun Junktion Disc Golf Course,https://www.pdga.com/course-directory/course/fun-junktion-disc-golf-course,36.2436,-76.2663
Furman University,https://www.pdga.com/course-directory/course/furman-university,34.925787,-82.444262
Future Fuel Disc Golf Course,https://www.pdga.com/course-directory/course/future-fuel-disc-golf-course,35.7167101,-91.5461628
G T Bray Park Disc Golf Course,https://www.pdga.com/course-directory/course/g-t-bray-park-disc-golf-course,NA,NA
GA Veterans State Park,https://www.pdga.com/course-directory/course/ga-veterans-state-park,31.955017,-83.915767
Gaffney's Grove Disc Golf Course,https://www.pdga.com/course-directory/course/gaffneys-grove-disc-golf-course,47.3786669,-122.0382866
Gale-Ettrick-Trempealeau Middle School,https://www.pdga.com/course-directory/course/gale-ettrick-trempealeau-middle-school,44.0974998,-91.345581
Galloway Hammond Rec Center,https://www.pdga.com/course-directory/course/galloway-hammond-rec-center,30.74387,-98.23084
Galloway Park,https://www.pdga.com/course-directory/course/galloway-park,45.201090587471,-93.418792307375
Gamaliel Disc Golf Course,https://www.pdga.com/course-directory/course/gamaliel-disc-golf-course,36.676736,-85.803353
Gamers Ranch Disc Golf Course,https://www.pdga.com/course-directory/course/gamers-ranch-disc-golf-course,38.375645,-91.707323
Garden City Disc Golf Course,https://www.pdga.com/course-directory/course/garden-city-disc-golf-course,37.969585,-100.847781
Garden Grove,https://www.pdga.com/course-directory/course/garden-grove,35.9756799,-79.7538966
Garden Lake Park,https://www.pdga.com/course-directory/course/garden-lake,43.921124,-123.009335
Garden Plain,https://www.pdga.com/course-directory/course/garden-plain,37.659819,-97.675039
Gardner Disc Golf Course,https://www.pdga.com/course-directory/course/gardner-disc-golf-course,38.8412319,-94.9277799
Gardner Park,https://www.pdga.com/course-directory/course/gardner-park,39.2307032,-84.4529721
Gardner-Webb University Disc Golf Course,https://www.pdga.com/course-directory/course/gardner-webb-university-disc-golf-course,NA,NA
Garfield Park,https://www.pdga.com/course-directory/course/garfield-park,42.9271859,-85.659618
Gargoyle Park,https://www.pdga.com/course-directory/course/gargoyle-park,42.068438735597,-78.468274176121
Gargoyles Garden Disc Golf Course,https://www.pdga.com/course-directory/course/gargoyles-garden-disc-golf-course,19.5558333,-155.1080556
Garlough Park,https://www.pdga.com/course-directory/course/garlough-park,44.892455,-93.095312
Garrett Park,https://www.pdga.com/course-directory/course/garrett-park,37.1524073,-94.437513
Garvin Park - Lyon County,https://www.pdga.com/course-directory/course/garvin-park-lyon-county,44.26063,-95.7552
Garvin Park Disc Golf,https://www.pdga.com/course-directory/course/garvin-park-disc-golf,37.6927776,-96.9805824
Gascoigne Park Disc Golf Course,https://www.pdga.com/course-directory/course/gascoigne-park-disc-golf-course,31.169608,-81.407599
Gateway Canyons Resort Disc Golf,https://www.pdga.com/course-directory/course/gateway-canyons-resort-disc-golf,38.680903,-108.981041
Gateway Hills Park (Carroll Marty Disc Golf Course),https://www.pdga.com/course-directory/course/gateway-hills-park-carroll-marty-disc-golf-course,42.007983,-93.647883
Gateway Middle School Practice Area,https://www.pdga.com/course-directory/course/gateway-middle-school-practice-area,47.8562935,-122.1550091
Gateway West (The Privy),https://www.pdga.com/course-directory/course/gateway-west-privy,32.756362,-97.2883777
Gatewood Park,https://www.pdga.com/course-directory/course/gatewood,34.169923532553,-84.718872606754
Gator Links at NLA,https://www.pdga.com/course-directory/course/gator-links-nla,30.605553,-87.075475
Gattman Park,https://www.pdga.com/course-directory/course/gattman-park,34.738671600000004,-87.6582259
Gauche Park,https://www.pdga.com/course-directory/course/gauche-park,39.1254258,-84.1369175
Gavins Point Disc Golf Course at Lewis and Clark State Rec. Area,https://www.pdga.com/course-directory/course/gavins-point-disc-golf-course,42.859221,-97.549573
Gaylord Disc Golf Course,https://www.pdga.com/course-directory/course/gaylord-disc-golf-course,44.5696625,-94.189019
Gaylord Disc Golf Course,https://www.pdga.com/course-directory/course/aspen-park-disc-golf-course,45.019232,-84.6637
GE Capital Fleet Disc Golf Course,https://www.pdga.com/course-directory/course/ge-capital-fleet-disc-golf-course,44.858212286585,-93.412161886675
Gehringer Park Recreation Club,https://www.pdga.com/course-directory/course/gehringer-park-recreation-club,37.985449,-121.994238
Gene Record Park,https://www.pdga.com/course-directory/course/gene-record-park,35.4478929,-88.6578399
General Sibley Park,https://www.pdga.com/course-directory/course/general-sibley-park,46.745167,-100.793036
Gentry City Park,https://www.pdga.com/course-directory/course/gentry-city-park,36.2639935,-94.4894132
George Anderson Disc Golf Course in Yellowstone National Park,https://www.pdga.com/course-directory/course/george-anderson-disc-golf-course,44.552507166206,-110.39834548162
George Disc Golf Course,https://www.pdga.com/course-directory/course/george-disc-golf-course,43.338624763246,-95.995962309857
George E. Francis - Riverview Park,https://www.pdga.com/course-directory/course/george-e-francis-riverview-park,36.864529,-94.8776
George Knox Park,https://www.pdga.com/course-directory/course/george-knox-park,41.461291,-81.090832
George Payne Cossar State Park,https://www.pdga.com/course-directory/course/george-payne-cossar-state-park,34.1365,-89.8884
George S Mickelson Middle School,https://www.pdga.com/course-directory/course/george-s-mickelson-middle-school,44.293535,-96.774858
George Ward Park,https://www.pdga.com/course-directory/course/george-ward-park,33.487967,-86.817767
George Washington Park,https://www.pdga.com/course-directory/course/george-washington-park,39.8151,-86.1118
George Wilson Park,https://www.pdga.com/course-directory/course/george-wilson-park,41.63803065311,-86.154162976686
Georgetown College,https://www.pdga.com/course-directory/course/georgetown-college,38.206547,-84.551612
Georgetown School Disc Golf Course,https://www.pdga.com/course-directory/course/georgetown-school-disc-golf-course,38.9082,-120.8314
Georgia Elementary,https://www.pdga.com/course-directory/course/georgia-elementary,44.7530469,-73.1117881
Georgia Southern University DiscGolfPark - Armstrong Campus,https://www.pdga.com/course-directory/course/georgia-southern-university-discgolfpark-armstrong-campus,31.976898,-81.161858
Georgia SouthWestern Disc Golf Course,https://www.pdga.com/course-directory/course/georgia-southwestern-disc-golf-course,32.0568,-84.2201
Gering Disc Golf Course,https://www.pdga.com/course-directory/course/gering-disc-golf-course,41.818048,-103.6694884
Getty Heights Park,https://www.pdga.com/course-directory/course/getty-heights-park,40.607684,-79.176987
Ghost Town,https://www.pdga.com/course-directory/course/ghost-town,39.779783,-105.532983
Ghost Tree at Augusta Disc Golf,https://www.pdga.com/course-directory/course/ghost-tree-augusta-disc-golf,44.294264,-69.768706
Giants Ridge,https://www.pdga.com/course-directory/course/giants-ridge,47.539883,-92.289619
Gilbert Lake State Park,https://www.pdga.com/course-directory/course/gilbert-lakes-state-park,42.584867,-75.130469
Gilbert Middle School,https://www.pdga.com/course-directory/course/gilbert-middle-school,33.9160725,-81.3898591
Giles Run at Laurel Hill Park,https://www.pdga.com/course-directory/course/giles-run-laurel-hill-park,38.709947,-77.240581
Gillies Creek Park,https://www.pdga.com/course-directory/course/gillies-creek-park,37.52215,-77.411233
Girard Park,https://www.pdga.com/course-directory/course/girard-park,30.20661,-92.01893
Girdwood Forest Fair Park,https://www.pdga.com/course-directory/course/girdwood-forest-fair-park,60.960287707375,-149.13842570783
Glacier Point,https://www.pdga.com/course-directory/course/glacier-point,59.091822,-135.394617
Glacier Ridge Metro Park,https://www.pdga.com/course-directory/course/glacier-ridge-metro-park,40.155193,-83.190726
Glade Springs Disc Golf Course,https://www.pdga.com/course-directory/course/glade-springs-disc-golf-course,37.7187634,-81.0728108
Gladstone Park,https://www.pdga.com/course-directory/course/gladstone-park,42.501292,-97.544146
Glass Park at Fort Wainwright,https://www.pdga.com/course-directory/course/glass-park,64.835339475886,-147.69287824631
Glen Helen Regional Park Disc Golf Course,https://www.pdga.com/course-directory/course/glen-helen-regional-park-disc-golf-course,34.2089,-117.4072
Glen Hills County Park Disc Golf Course,https://www.pdga.com/course-directory/course/glen-hills-county-park-disc-golf-course,45.01021,-92.16232
Glen Isle Resort,https://www.pdga.com/course-directory/course/glen-isle-resort,39.4098136,-105.5001362
Glenburnie Park,https://www.pdga.com/course-directory/course/glenburnie-park,35.13893,-77.06171
Glendale City Park,https://www.pdga.com/course-directory/course/glendale-city-park,42.7362867,-123.4322591
Glendale Park,https://www.pdga.com/course-directory/course/glendale-park,38.9254047,-79.858211
Gleneagles Disc Golf Course,https://www.pdga.com/course-directory/course/gleneagles-disc-golf-course-2,37.715903,-122.424896
Glenn C. Hilton Memorial Park,https://www.pdga.com/course-directory/course/glenn-c-hilton-memorial-park,35.76255,-81.355667
Glenross Community Center,https://www.pdga.com/course-directory/course/glenross-community-center,40.2411856,-83.0175488
Glenville Lakes in Mazarick Park,https://www.pdga.com/course-directory/course/mazarick-park-east,35.0711329,-78.9033424
Glenville Pines in Mazarick Park,https://www.pdga.com/course-directory/course/mazarick-park-west,35.070909,-78.9064242
Glenwood Community Church Disc Golf Course,https://www.pdga.com/course-directory/course/glenwood-community-church-disc-golf-course,45.710974,-122.596296
Glenwood Park,https://www.pdga.com/course-directory/course/glenwood-park,37.327776,-95.266
Glenwood Park Disc Golf Course,https://www.pdga.com/course-directory/course/glenwood-park-dgc,37.337029,-81.1541555
Glimmerglass State Park,https://www.pdga.com/course-directory/course/glimmerglass-state-park,42.788315,-74.867196
Glooscap Trail,https://www.pdga.com/course-directory/course/glooscap-trail,40.0063615,-82.4051389
Glover Park,https://www.pdga.com/course-directory/course/glover-park,35.958574,-77.958158
Gmfdc Urban Disc Golf Course,https://www.pdga.com/course-directory/course/gmfdc-urban-disc-golf-course,39.5150354,-84.4045652
Goat Hill Park,https://www.pdga.com/course-directory/course/goat-hill-park,33.197687,-117.358714
Goat Island Disc Golf Course,https://www.pdga.com/course-directory/course/goat-island-disc-golf-course,35.239214,-81.069115
Goblin Valley State Park,https://www.pdga.com/course-directory/course/goblin-valley-state-park,38.573697,-110.707109
Gold Hill Sports Park,https://www.pdga.com/course-directory/course/gold-hill-sports-park,42.43527,-123.044466
Gold Star Park (formerly Lookout Park),https://www.pdga.com/course-directory/course/gold-star-park-formerly-lookout-park,39.418716,-81.47081
Golden Bear Disc Golf Course,https://www.pdga.com/course-directory/course/golden-bear-dgc,34.968632,-87.36995
Golden Bell Camp Disc Golf Course,https://www.pdga.com/course-directory/course/golden-bell-camp-disc-golf-course,38.9688329,-105.2018506
Golden Eagle at Grand Forks AFB,https://www.pdga.com/course-directory/course/golden-eagle,47.952331,-97.3758276
Golden Eagle Disc Golf Course,https://www.pdga.com/course-directory/course/golden-eagle-disc-golf-course,44.4528545,-92.2009157
Golden Eagle Disc Golf Course at Buckhorn Canyon,https://www.pdga.com/course-directory/course/golden-eagle-disc-golf-course-buckhorn-canyon,NA,NA
Golden Gate Park Disc Golf Course,https://www.pdga.com/course-directory/course/golden-gate-park-disc-golf-course,37.771115,-122.486121
Golden Grove Farm and Brew,https://www.pdga.com/course-directory/course/golden-grove-farm-and-brew,34.682383750173,-82.519857287298
Golden Hills - Black Bear,https://www.pdga.com/course-directory/course/golden-hills-black-bear,37.170917,-80.4114
Golden Hills - Golden Bear,https://www.pdga.com/course-directory/course/golden-hills-golden-bear,37.1722869,-80.4161879
Goldenrod Disc Golf Course,https://www.pdga.com/course-directory/course/goldenrod-disc-golf-course,43.103241,-83.562145
Golf Club at Oasis,https://www.pdga.com/course-directory/course/golf-club-oasis,33.097375766028,-111.50449854133
Golf Course,https://www.pdga.com/course-directory/course/golf-course,45.094175099946,-114.60659259986
Golf Learning Center,https://www.pdga.com/course-directory/course/golf-learning-center,42.159695,-88.142521
Golf Tri-Plex,https://www.pdga.com/course-directory/course/golf-tri-plex,46.221833,-119.1462676
Goliath,https://www.pdga.com/course-directory/course/goliath,37.3547004,-79.3967728
Gonzales Disc Golf Course,https://www.pdga.com/course-directory/course/gonzales-disc-golf-course,29.508096,-97.431201
Goodfellow Air Force Base,https://www.pdga.com/course-directory/course/goodfellow-air-force-base,31.4299793,-100.414746
Goodfield Park,https://www.pdga.com/course-directory/course/goodfield-park,40.630988356482,-89.266549599382
Goodie's Gravel Getaway,https://www.pdga.com/course-directory/course/goodies-gravel-getaway,38.28033,-96.187313
Goodrich Park Disc Golf Course,https://www.pdga.com/course-directory/course/winchester-disc-golf-course,40.181857067,-84.977881201
Goodson Middle School,https://www.pdga.com/course-directory/course/goodson-middle-school,29.9934859,-95.6798068
Goose Creek Disc Golf Course,https://www.pdga.com/course-directory/course/goose-creek-disc-golf-course,41.5814835,-90.5800678
Goose Hollow Disc Golf Course,https://www.pdga.com/course-directory/course/goose-hollow-disc-golf-course,37.932308294356,-86.983645289609
Goose Lake Park,https://www.pdga.com/course-directory/course/goose-lake-park,41.975862,-88.107829
Goose Landing at Richfield Park,https://www.pdga.com/course-directory/course/goose-landing-richfield-park,35.47654999636,-80.262903094287
Gordon Conwell Disc Golf Course,https://www.pdga.com/course-directory/course/gordon-conwell-disc-golf-course,42.610869535574,-70.842500217834
Gordon Holton Memorial Disc Golf Course at Delaware State Park,https://www.pdga.com/course-directory/course/gordon-holton-memorial-disc-golf-course-delaware-state-park,40.380529,-83.058036
Gordon Lake Disc Golf Course,https://www.pdga.com/course-directory/course/gordon-lake-disc-golf-course,33.961306,-98.664549
Gordy Road Preserve Disc Golf Course,https://www.pdga.com/course-directory/course/gordy-road,27.396602,-80.3982556
GOREC Disc Golf Course,https://www.pdga.com/course-directory/course/gorec-disc-golf-course,44.6699332,-85.4797961
Goreville Village Park Disc Golf Course,https://www.pdga.com/course-directory/course/goreville-village-park-disc-golf-course,37.55595,-88.97711
Gotte Park Disc Golf Course,https://www.pdga.com/course-directory/course/gotte-park-disc-golf-course,41.235449,-103.649761
Goucher College Disc Golf Course,https://www.pdga.com/course-directory/course/goucher-college-disc-golf-course,39.4098,-76.5919
Gowen Park Disc Golf,https://www.pdga.com/course-directory/course/gowen-park-disc-golf,43.4470822,-70.7842883
Gower Park,https://www.pdga.com/course-directory/course/gower-park,34.828517,-82.3496
Goyne Park Disc Golf Course,https://www.pdga.com/course-directory/course/goyne-park-disc-golf-course,37.361619,-77.459569
Grace Bible Disc Golf Course,https://www.pdga.com/course-directory/course/grace-brethren-disc-golf-course,40.549199,-81.928816
Grace College Disc Golf Course,https://www.pdga.com/course-directory/course/grace-college-disc-golf-course,41.226145509792,-85.817080170115
Grace Park Disc Golf Course,https://www.pdga.com/course-directory/course/grace-park-disc-golf-course,36.4641233,-86.6833771
Grace Place,https://www.pdga.com/course-directory/course/grace-place,39.719524621094,-82.182111740112
Graceland University,https://www.pdga.com/course-directory/course/graceland-university,40.616342,-93.929094
GracePoint Fellowship,https://www.pdga.com/course-directory/course/gracepoint-fellowship,30.2275274,-95.6164729
Grafton Ponds Disc Golf Course,https://www.pdga.com/course-directory/course/grafton-ponds,43.162418,-72.6146009
Graham County Disc Golf Course,https://www.pdga.com/course-directory/course/graham-county-dgc,32.791944086684,-109.69990521669
Graham Memorial Park,https://www.pdga.com/course-directory/course/graham-memorial-park,37.5702455,-85.2439647
Graham Park,https://www.pdga.com/course-directory/course/graham-park-0,33.1529578,-96.1195537
Granbury City Park Disc Golf Course,https://www.pdga.com/course-directory/course/granbury-city-park-disc-golf-course,32.448846612956,-97.794256812161
Grand Canyon Caverns Inn Disc Golf Course,https://www.pdga.com/course-directory/course/grand-canyon-caverns-inn-disc-golf-course,35.526184,-113.230902
Grand Central Station,https://www.pdga.com/course-directory/course/grand-central-station,34.711428888987,-82.781426908202
Grand Coulee Disc Golf,https://www.pdga.com/course-directory/course/grand-coulee-disc-golf,47.937303591523,-119.01716646243
Grand Geneva Resort and Spa,https://www.pdga.com/course-directory/course/grand-geneva-resort-spa,42.6092076,-88.4071283
Grand Island Disc Golf Course,https://www.pdga.com/course-directory/course/grand-island-disc-golf-course,NA,NA
Grand Meadow School Disc Golf Course,https://www.pdga.com/course-directory/course/grand-meadow-school-disc-golf-course,43.709998,-92.561595
Grand Miami Disc Golf Course,https://www.pdga.com/course-directory/course/grand-miami-disc-golf-course,40.5348309,-84.3838162
Grand Park Disc Golf Course,https://www.pdga.com/course-directory/course/grand-park-disc-golf-course,39.9271512,-105.7883126
Grand Targhee Resort,https://www.pdga.com/course-directory/course/grand-targhee-resort,43.763895,-111.000881
Grand View Winter Disc Golf Course,https://www.pdga.com/course-directory/course/grand-view-winter-disc-golf-course,46.715152,-92.2773969
Grand Woods Park,https://www.pdga.com/course-directory/course/grand-woods-park,42.756883,-84.610033
Grandpa's Pond Disc Golf Course,https://www.pdga.com/course-directory/course/grandpas-pond-disc-golf-course,37.17922864925,-113.37549805652
Grandview Park,https://www.pdga.com/course-directory/course/grandview-park-0,42.5151847,-96.4080791
Grandview Park,https://www.pdga.com/course-directory/course/grandview-park,41.615833,-93.55535
Granger Commons Disc Golf Course,https://www.pdga.com/course-directory/course/granger-commons-disc-golf-course,41.7243055,-86.1398717
Grant County Park,https://www.pdga.com/course-directory/course/grant-county-park,38.7824598,-84.6063547
Grant Foreman Elementary School,https://www.pdga.com/course-directory/course/grant-foreman-elementary-school,35.731157,-95.33597
Grant's Nonesuch Valley Farm,https://www.pdga.com/course-directory/course/grants-nonesuch-valley-farm,43.5795335,-70.475522
Grass Park,https://www.pdga.com/course-directory/course/grass-park,38.5261442,-99.3095696
Grassy Creek Disc Golf Course,https://www.pdga.com/course-directory/course/grassy-creek-disc-golf-course,39.5566819,-86.092517
Graviss McDonald's Disc Golf Course,https://www.pdga.com/course-directory/course/graviss-mcdonalds-dgc,38.0477472,-84.7608848
Gray Center - Alumni Disc Golf Course,https://www.pdga.com/course-directory/course/alumni-course-gray-center,32.751821967801,-90.017024751234
Gray Center - Rose Hill Disc Golf Course,https://www.pdga.com/course-directory/course/camp-bratton-green-kees-disc-golf-course,32.7462919,-90.0087508
Grayling Nature Park,https://www.pdga.com/course-directory/course/grayling-nature-park,44.6845163,-84.6690592
Grayling Rotary - PDGA,https://www.pdga.com/course-directory/course/grayling-rotary-pdga,44.6455709,-84.7534741
Grayling Rotary - Pine Knoll,https://www.pdga.com/course-directory/course/grayling-rotary-pine-knoll,44.6455838,-84.7534518
Graytown Park,https://www.pdga.com/course-directory/course/graytown-park,29.2117362,-98.3154807
Great Bend Disc Golf Course,https://www.pdga.com/course-directory/course/great-bend-disc-golf-course,38.372222,-98.793611
Great Blue Heron,https://www.pdga.com/course-directory/course/great-blue-heron,41.231949,-82.58536
Great Lakes Christian College,https://www.pdga.com/course-directory/course/great-lakes-christian-college,42.7543252,-84.6385003
Great River Road State Park,https://www.pdga.com/course-directory/course/great-river-road-state-park,33.847736,-91.051633
Great Seal State Park,https://www.pdga.com/course-directory/course/great-seal-state-park,39.396533,-82.93795
Green Bay Community Church,https://www.pdga.com/course-directory/course/green-bay-community-church,44.5579,-88.0814
Green Gauntlet at Palmetto Point Park,https://www.pdga.com/course-directory/course/palmetto-trails,28.86567311045,-81.668946146965
Green Lake Bible Camp Disc Golf Course,https://www.pdga.com/course-directory/course/green-lake-bible-camp-disc-golf-course,45.227070619445,-94.907855510709
Green Lake Conference Center,https://www.pdga.com/course-directory/course/green-lake-conference-center,43.836960500000004,-89.0122133
Green Lake DiscGolfPark,https://www.pdga.com/course-directory/course/green-lake-discgolfpark,44.600339,-85.763639
Green Lakes State Park,https://www.pdga.com/course-directory/course/green-lakes-state-park,43.05379,-75.96865
Green River State Park Disc Golf Course,https://www.pdga.com/course-directory/course/green-river-disc-golf-course,38.989518257056,-110.15339462865
Green Valley Disc Golf Course,https://www.pdga.com/course-directory/course/green-valley-disc-golf-course,34.6094824,-118.3944729
Green Valley Disc Golf Course,https://www.pdga.com/course-directory/course/green-valley-disc-golf-course-0,33.2319889,-84.2187182
Green Valley Ranch Disc Golf Course,https://www.pdga.com/course-directory/course/green-valley-ranch-disc-golf-course,39.772774,-104.744875
Greenacres Park,https://www.pdga.com/course-directory/course/greenacres-park,47.6688029,-117.1643949
Greenbelt Lake at Kincaid Park West,https://www.pdga.com/course-directory/course/greenbelt-lake-kincaid-park-west,34.986493200986,-100.91080817522
Greenbelt Park,https://www.pdga.com/course-directory/course/greenbelt-park,32.994955,-96.885199
Greenbriar Community Center,https://www.pdga.com/course-directory/course/greenbriar-community-center,32.670438,-97.336795
Greenbrier Disc Golf Course,https://www.pdga.com/course-directory/course/greenbrier-disc-golf-course,35.225337285399,-92.35806277482
Greenbrier High School Disc Golf Course,https://www.pdga.com/course-directory/course/greenbrier-high-school-disc-golf-course,33.588837,-82.1922765
Greenbrier State Forest Disc Golf Course,https://www.pdga.com/course-directory/course/greenbrier-state-forest-disc-golf-course,NA,NA
Greenbrier Woods,https://www.pdga.com/course-directory/course/greenbrier-woods,34.7121859,-86.8050953
Greene Co. Community Park,https://www.pdga.com/course-directory/course/greene-co-community-park,38.27433,-78.4199
Greene Elementary School,https://www.pdga.com/course-directory/course/greene-elementary-school,42.891129,-92.81295
Greeneview High School,https://www.pdga.com/course-directory/course/greeneview-high-school,39.657855,-83.758486
Greenfield Disc Golf Course,https://www.pdga.com/course-directory/course/greenfield-disc-golf-course,37.434989404374,-79.926613092417
Greenfield Lake City Park - Back,https://www.pdga.com/course-directory/course/greenfield-lake-city-park,41.293563865951,-94.47202844861
Greenfield Lake City Park - Front,https://www.pdga.com/course-directory/course/greenfield-lake-city-park-front,41.295162,-94.475649
Greenridge Disc Golf Course,https://www.pdga.com/course-directory/course/greenridge-dgc,39.699362071259,-75.685040482804
Greens Park Disc Golf Course,https://www.pdga.com/course-directory/course/greens-park-disc-golf-course,33.1548817,-111.5496841
Greensburg Disc Golf Course,https://www.pdga.com/course-directory/course/greensburg-disc-golf-course,NA,NA
Greenville College Disc Golf Course,https://www.pdga.com/course-directory/course/greenville-college-disc-golf-course,38.8948208,-89.4109118
Greenway Park,https://www.pdga.com/course-directory/course/greenway-park,45.459075,-122.795292
Greenwood Meadows,https://www.pdga.com/course-directory/course/greenwood-meadows,40.6203377,-74.5636501
Greenwood Park,https://www.pdga.com/course-directory/course/greenwood-park,30.567152,-91.16261
Greenwood Parks and Recreation,https://www.pdga.com/course-directory/course/greenwood-parks-and-rec,34.2118327,-82.1362668
Greg Carter Memorial Course,https://www.pdga.com/course-directory/course/rustic-youth-camp,34.54495,-87.8852992
Greg Carter Memorial Disc Golf Course,https://www.pdga.com/course-directory/course/greg-carter-memorial-disc-golf-course,33.6358341,-86.596415
Greg Rogers Park Disc Course,https://www.pdga.com/course-directory/course/greg-rogers-park-disc-course,32.619615127582,-117.03430438045
Gregory City Park,https://www.pdga.com/course-directory/course/gregory-city-park,43.237744,-99.433814
Greybull City Park,https://www.pdga.com/course-directory/course/greybull-city-park,44.4857806,-108.0497803
Greystone Disc Golf Course at Miller Farm Park,https://www.pdga.com/course-directory/course/greystone-disc-golf-course-miller-farm-park,37.2867419,-93.410632
Greystone Woods at Central Park,https://www.pdga.com/course-directory/course/greystone-woods-central-park,40.8365287,-74.5025723
Griffin Middle School Disc Golf Course,https://www.pdga.com/course-directory/course/griffin-dgc,33.096906,-96.8807442
Griffin Park,https://www.pdga.com/course-directory/course/griffin-park,35.237822,-97.426996
Griffis Southpark Disc Golf Course,https://www.pdga.com/course-directory/course/griffis-southpark-disc-golf-course,30.169179,-97.7808922
Griggs Reservoir Park,https://www.pdga.com/course-directory/course/griggs-reservoir-park,40.006881,-83.085645
Grignon Park,https://www.pdga.com/course-directory/course/grignon-park,44.288389,-88.255694
Grindstone Park,https://www.pdga.com/course-directory/course/grindstone-park,33.324028,-105.684962
Grissel Park,https://www.pdga.com/course-directory/course/grissel-park,38.635988,-99.935686
Grizzly Oaks,https://www.pdga.com/course-directory/course/grizzly-oaks-0,42.6728623,-83.2129988
Groesbeck Disc Golf Course,https://www.pdga.com/course-directory/course/groesbeck-disc-golf-course,31.5239786,-96.5408483
Grove City Community DGC,https://www.pdga.com/course-directory/course/grove-city-community-dgc,39.864558701787,-83.068177223202
Grove City Disc Golf Course,https://www.pdga.com/course-directory/course/grove-city-disc-golf-course,41.163382048687,-80.100985765457
Grove Creek Run at Graham Park,https://www.pdga.com/course-directory/course/grove-creek-run-graham-park,36.421722736014,-89.026046991348
Grove Disc Golf Course,https://www.pdga.com/course-directory/course/grove-dgc,36.5913821,-94.765474
Groves Park,https://www.pdga.com/course-directory/course/groves-park,32.172802,-110.83242
Grubaugh Park,https://www.pdga.com/course-directory/course/grubaugh-park,37.028358986928,-93.197671745477
GSC High Adventure Disc Golf Course,https://www.pdga.com/course-directory/course/gsc-high-adventure-disc-golf-course,38.950923768759,-80.829884529114
Guilford Meadows,https://www.pdga.com/course-directory/course/guilford-meadows,36.098007,-79.888694
Gulley Park,https://www.pdga.com/course-directory/course/gulley-park,39.39487,-84.06522
Gum Branch Park Course at Camden Disc Golf Park,https://www.pdga.com/course-directory/course/howard-peeples-park-course-gum-branch-disc-golf-park,30.801963491307,-81.634644270052
Gun Barrel City Disc Golf Course,https://www.pdga.com/course-directory/course/gun-barrel-city-dgc,32.3355381,-96.1168766
